2052 18:06:21 WARN  A duplicate setting "ContentSearch.SearchMaxResults" has been detected in the Sitecore.ContentSearch.Solr.DefaultIndexConfiguration.config file. The value of the setting will be changed to "500".
14052 18:07:52 INFO  DumpConfigurationFiles: C:\Inetpub\wwwroot\TrainingSitecore\Website\sitecore\shell\sitecore.version.xml has been dumped
14052 18:07:52 INFO  DumpConfigurationFiles: Zipping of the dumped configuration files is enabled
13848 18:07:54 INFO  Scheduler - Skipping inactive agent: Sitecore.Social.Client.Tasks.ManagePreExpiredAccounts
2052 18:07:54 INFO  Sitecore.Social: The Social MVC area is registered.
13848 18:07:54 INFO  Scheduler - Skipping inactive agent: Sitecore.Social.Client.Tasks.SynchronizeSocialMediaInfo
13848 18:07:54 INFO  Scheduler - Adding agent: Sitecore.Social.Client.Tasks.PostFlaggedMessages (interval: 01:00:00)
13848 18:07:54 INFO  Scheduler - Adding agent: Sitecore.Social.Client.Tasks.UpdateMessagesStatistics (interval: 01:00:00)
13848 18:07:54 INFO  Scheduler - Agents added
ManagedPoolThread #2 18:07:54 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #2 18:07:55 INFO  Cache created: '[IDTable]' (max size: 2MB, running total: 2027MB)
ManagedPoolThread #2 18:07:55 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
8148 18:07:55 INFO  Cache created: 'Task Manager - tasks' (max size: 100 bytes, running total: 2027MB)
12412 18:07:56 INFO  Cache created: 'ReportingStorageProviderProperties.Properties' (max size: 100 bytes, running total: 2027MB)
ManagedPoolThread #2 18:08:05 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #2 18:08:05 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:08:11 INFO  Cache created: 'ExperienceAnalytics.Segments' (max size: 20MB, running total: 2047MB)
5368 18:08:11 INFO  [Experience Analytics]: Reduce agent found zero segments to process
ManagedPoolThread #13 18:08:15 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #13 18:08:15 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
14052 18:08:16 INFO  DumpConfigurationFiles: C:\inetpub\wwwroot\TrainingSitecore\data\diagnostics\configuration_history\20161127Z.110747Z.zip has been created
14052 18:08:16 INFO  DumpConfigurationFiles: C:\inetpub\wwwroot\TrainingSitecore\data\diagnostics\configuration_history\20161127Z.110747Z has been removed
14052 18:08:16 INFO  DumpConfigurationFiles: Completed
ManagedPoolThread #16 18:08:25 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #16 18:08:25 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #9 18:08:27 INFO  Cache created: 'SqlDataProvider - Prefetch data(master)' (max size: 100MB, running total: 2147MB)
2052 18:08:29 INFO  Filter (Sitecore.Services.Infrastructure.Web.Http.Filters.AnonymousUserFilter) instance created
2052 18:08:29 INFO  Filter (Sitecore.Services.Infrastructure.Web.Http.Filters.LoggingExceptionFilter) instance created
2052 18:08:29 INFO  Filter (Sitecore.Services.Infrastructure.Web.Http.Filters.SecurityPolicyAuthorisationFilter) instance created
2052 18:08:29 INFO  [Path Analyzer]() ApplicationContainer.Init
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Contracts.ISourceDataReader type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.SequenceAnalyzer.Data.ITreeStorage type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Data.Storage.ITreeDefinitionStorage type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Contracts.ITreeDefinitionService type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Contracts.IMapRepository type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Contracts.IConfiguration type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.SequenceAnalyzer.Configuration.IPruningConfig type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Contracts.IContactReader type with ApplicationContainer
2052 18:08:29 INFO  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Contracts.IWebRequestFactory type with ApplicationContainer
2052 18:08:29 WARN  [Path Analyzer](RegisterType) Registering Sitecore.PathAnalyzer.Contracts.IWebRequestFactory type with ApplicationContainer failed, Config entry pathAnalyzer/webRequestFactory doesn't exist
2052 18:08:29 INFO  [Path Analyzer](RegisterModelsForSerialization) Setting serialization info
2052 18:08:30 INFO  [Path Analyzer](RegisterModelsForSerialization) Type 'Sitecore.PathAnalyzer.Data.Models.PageNode, Sitecore.PathAnalyzer' was registered succesfully.
2052 18:08:30 INFO  [Path Analyzer](RegisterModelsForSerialization) Type 'Sitecore.PathAnalyzer.Data.Models.PageTree, Sitecore.PathAnalyzer' was registered succesfully.
2052 18:08:30 INFO  [Experience Analytics]: ExperienceAnalytics SegmentInitializer
2052 18:08:30 INFO  Cache created: 'ReportDataCache' (max size: 50MB, running total: 2197MB)
9652 18:08:30 INFO  Precompiling SPEAK Views: 93
9652 18:08:30 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Authentications\AccountInformation\AccountInformation.cshtml
13040 18:08:30 INFO  Precompiling SPEAK Views: 60
13040 18:08:30 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Applications\ContentTesting\Components\Behaviours\StateChangeListBehavior.cshtml
2052 18:08:30 INFO  [Experience Analytics]: WebApiInitializer
2052 18:08:30 INFO  [Experience Analytics]: Filter (Sitecore.ExperienceAnalytics.Api.Http.Filters.CacheHeaderFilterAttribute) added
2052 18:08:30 INFO  Sitecore.Social: The Social remote events are initialized.
13116 18:08:31 INFO  HttpModule is being initialized
13116 18:08:33 ERROR Application error.
Exception: System.Configuration.ConfigurationErrorsException
Message: Could not load file or assembly 'Aspire.ALC' or one of its dependencies. The system cannot find the file specified. (C:\Inetpub\wwwroot\TrainingSitecore\Website\web.config line 3943)
Source: System.Web
   at System.Web.Security.Membership.Initialize()
   at System.Web.Security.Membership.get_Provider()
   at System.Web.Security.Membership.GetUser(String username, Boolean userIsOnline)
   at Sitecore.Web.Authentication.TicketManager.HasAccessForLogin(Ticket ticket)
   at Sitecore.Web.Authentication.TicketManager.Relogin(String ticketId, Boolean redirect)
   at Sitecore.Pipelines.HttpRequest.UserResolver.RestoreRememberedUser()
   at Sitecore.Pipelines.HttpRequest.UserResolver.Process(HttpRequestArgs args)
   at (Object , Object[] )
   at Sitecore.Pipelines.CorePipeline.Run(PipelineArgs args)
   at Sitecore.Nexus.Web.HttpModule.(Object , EventArgs )
   at System.Web.HttpApplication.SyncEventExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously)

Nested Exception

Exception: System.IO.FileNotFoundException
Message: Could not load file or assembly 'Aspire.ALC' or one of its dependencies. The system cannot find the file specified.
Source: mscorlib
   at System.RuntimeTypeHandle.GetTypeByName(String name, Boolean throwOnError, Boolean ignoreCase, Boolean reflectionOnly, StackCrawlMarkHandle stackMark, IntPtr pPrivHostBinder, Boolean loadTypeFromPartialName, ObjectHandleOnStack type)
   at System.RuntimeTypeHandle.GetTypeByName(String name, Boolean throwOnError, Boolean ignoreCase, Boolean reflectionOnly, StackCrawlMark& stackMark, IntPtr pPrivHostBinder, Boolean loadTypeFromPartialName)
   at System.RuntimeType.GetType(String typeName, Boolean throwOnError, Boolean ignoreCase, Boolean reflectionOnly, StackCrawlMark& stackMark)
   at System.Type.GetType(String typeName, Boolean throwOnError, Boolean ignoreCase)
   at System.Web.Compilation.BuildManager.GetType(String typeName, Boolean throwOnError, Boolean ignoreCase)
   at System.Web.Configuration.ConfigUtil.GetType(String typeName, String propertyName, ConfigurationElement configElement, XmlNode node, Boolean checkAptcaBit, Boolean ignoreCase)


ManagedPoolThread #8 18:08:35 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #8 18:08:35 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:08:41 INFO  [Experience Analytics]: Reduce agent found zero segments to process
ManagedPoolThread #19 18:08:45 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #19 18:08:45 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
13040 18:08:55 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Applications\ContentTesting\Components\ButtonGroup\ButtonGroup.cshtml
ManagedPoolThread #13 18:08:55 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #13 18:08:55 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #16 18:09:05 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #16 18:09:05 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:09:11 INFO  [Experience Analytics]: Reduce agent found zero segments to process
ManagedPoolThread #11 18:09:15 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #11 18:09:15 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
9652 18:09:17 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Behaviors\Behavior.cshtml
ManagedPoolThread #7 18:09:25 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #7 18:09:25 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #19 18:09:35 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #19 18:09:35 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
13040 18:09:37 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Applications\ContentTesting\Components\CarouselImage\CarouselImage.cshtml
5368 18:09:41 INFO  [Experience Analytics]: Reduce agent found zero segments to process
ManagedPoolThread #13 18:09:45 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #13 18:09:45 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #16 18:09:55 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #16 18:09:55 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
9652 18:09:58 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsAreaChart.cshtml
ManagedPoolThread #4 18:10:05 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #4 18:10:05 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:10:11 INFO  [Experience Analytics]: Reduce agent found zero segments to process
ManagedPoolThread #3 18:10:15 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #3 18:10:15 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
13040 18:10:19 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Applications\ContentTesting\Components\CompareImage\CompareImage.cshtml
ManagedPoolThread #8 18:10:25 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #8 18:10:25 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #14 18:10:35 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #14 18:10:35 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:10:41 INFO  [Experience Analytics]: Reduce agent found zero segments to process
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsBarChart.cshtml
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsColumnChart.cshtml
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsDoughnutChart.cshtml
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsJourneyChart.cshtml
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsLineChart.cshtml
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsPieChart.cshtml
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Charts\FusionChartsRadarChart.cshtml
9652 18:10:43 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Common\ActionControl\ActionControl.cshtml
ManagedPoolThread #1 18:10:45 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #1 18:10:45 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #10 18:10:55 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #10 18:10:55 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
13040 18:11:05 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Applications\ContentTesting\Components\DataRepeater\ContentTestingDataRepeater.cshtml
ManagedPoolThread #3 18:11:05 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #3 18:11:05 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:11:11 INFO  [Experience Analytics]: Reduce agent found zero segments to process
ManagedPoolThread #7 18:11:15 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #7 18:11:15 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #2 18:11:25 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #2 18:11:25 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
9652 18:11:28 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Common\Buttons\BackButton.cshtml
ManagedPoolThread #17 18:11:35 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #17 18:11:35 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:11:41 INFO  [Experience Analytics]: Reduce agent found zero segments to process
ManagedPoolThread #16 18:11:45 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #16 18:11:45 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
13040 18:11:50 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Applications\ContentTesting\Components\DataSource\ActivityDataSource\ActivityDataSource.cshtml
ManagedPoolThread #4 18:11:55 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #4 18:11:55 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #7 18:12:05 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #7 18:12:05 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
5368 18:12:11 INFO  [Experience Analytics]: Reduce agent found zero segments to process
9652 18:12:13 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Common\Buttons\Button.cshtml
9652 18:12:13 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Common\Buttons\DropDownButton.cshtml
9652 18:12:13 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Common\Buttons\ToggleButton.cshtml
9652 18:12:13 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Common\CheckBoxes\CheckBox.cshtml
ManagedPoolThread #8 18:12:15 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #8 18:12:15 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
ManagedPoolThread #14 18:12:25 INFO  Job started: Sitecore.ListManagement.Analytics.UnlockContactListsAgent
ManagedPoolThread #14 18:12:25 INFO  Job ended: Sitecore.ListManagement.Analytics.UnlockContactListsAgent (units processed: )
14052 18:12:30 INFO  **************************************************
14052 18:12:30 WARN  Sitecore shutting down
14052 18:12:30 WARN  Shutdown message: IIS configuration change
HostingEnvironment initiated shutdown
13040 18:12:39 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Applications\ContentTesting\Components\DataSource\BaseDataSource\OptimizationBaseDataSource.cshtml
9652 18:13:02 INFO  Precompiling SPEAK View: ~\sitecore\shell\client\Business Component Library\Layouts\Renderings\Common\ComboBoxes\AdvancedComboBox.cshtml
